ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CCDD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,DIVISION_LIMA,FAC300_ANUAL
2024,01,00057,7,0017,1,3,202310000577001712,24,1,2,3,1,2, ,2,51,2,2,9,7,1972,1, , , , , , , , , , , , , , , ,3123,4210,3,5,1, ,2,24,0,8,8,8,8,8,5,45, ,45,1, ,1,1,1,2,4,2400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,400,2400, , , ,2400,2400,2800,1,2, ,5.84980492169953
2024,01,00057,7,0017,1,3,202310000577001713,24,1,3,5,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00057,7,0018,1,3,202310000577001811,24,1,1,1,1,2, ,1,40,1,1,1,5,1983,1, , , , , , , , , , , , , , , ,2421,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,5600, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,934,5600, , , ,5600,5600,6534,1,2, ,10.5141413126369
2024,01,00057,7,0018,1,3,202310000577001812,24,1,2,2,1,2, ,2,39,2,2,17,6,1984,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,1, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,8.81219501231577
2024,01,00057,7,0018,1,3,202310000577001813,24,1,3,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00057,7,0021,1,3,202310000577002111,24,1,1,1,1,2, ,1,31,1,1,2,5,1992,1, , , , , , , , , , , , , , , ,5213,4781,3,5,2,2,1,3,0,10,10,10,12,12,10,64, ,64,1, ,1,1,1,2,2,280,60, , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,1,260, , , , ,1212, , , ,1472,1472,1472,1,1, ,10.5141413126369
2024,01,00057,7,0021,1,3,202310000577002112,24,1,2,2,1,2, ,2,25,2,2,1,9,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,10.8724121271183
2024,01,00057,7,0021,1,3,202310000577002113,24,1,3,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00057,7,0021,1,3,202310000577002114,24,1,4,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00057,7,0146,1,3,202310000577014611,24,1,1,1,1,2, ,1,57,1,1,21,3,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,1, , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,11,5, ,2,2,2,2,2,2,10,6,3, , , , , , , , , , , , ,1, , ,7.76706571615463
2024,01,00057,7,0146,1,3,202310000577014612,24,1,2,2,1,2, ,2,45,2,2,11,8,1978,1, , , , , , , , , , , , , , , ,5120,5629,1, ,2,2,1,2,10,0,0,0,0,0,0,10, ,10,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,8,1, ,346, , , , ,1702, , ,2048,2048,2048,1,2, ,5.84980492169953
2024,01,00057,7,0146,1,3,202310000577014613,24,1,3,3,1,2, ,1,27,3,3,5,6,1996,1, , , , , , , , , , , , , , , ,9412,5629,3,5,2,2,1,2,9,0,0,0,0,0,0,9, ,9,1, ,1,1,1,2,2,100,20, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,6,1,87, , , , ,433, , , ,520,520,520,1,1, ,10.5141413126369
2024,01,00057,7,0146,1,3,202310000577014614,24,1,4,3,1,2, ,1,14,4,4,20,10,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1, , ,12.0155750754903
2024,01,00061,3,0015,1,3,202301000613001511,24,1,1,1,1,2, ,2,69,1,1,8,10,1954,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,5120,5610,2, ,3,2,1,1,7,0,0,0,0,0,0,7, ,7,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1, ,104, , , , ,883, , ,987,987,987,1,1, ,6.7955155834328
2024,01,00061,3,0015,1,3,202301000613001512,24,1,2,3,1,2, ,1,35,2,2,13,1,1989,1, , , , , , , , , , , , , , , ,9549,4789,2, ,2,1,1,1,5,8,9,9,8,8,9,56, ,56,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,1, , , , , , ,1770, , ,1770,1770,1770,1,2, ,12.2139134710976
2024,01,00061,3,0016,1,3,202301000613001616,24,1,1,1,1,2, ,1,37,1,1,23,6,1986,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,0,0,9,10,9,10,10,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,6,1, , , , , , ,1945, , ,1945,1945,1945,1,1, ,20.7832348342497
2024,01,00061,3,0016,1,3,202304000613001612,24,1,2,2,1,2, ,2,30,2,2,27,3,1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1, , ,10.2368214550722
2024,01,00061,3,0016,1,3,202304000613001613,24,1,3,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00061,3,0016,1,3,202304000613001614,24,1,4,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00061,3,0016,1,3,202401000613001615,24,1,5,3,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,00061,3,0018,1,3,202301000613001811,24,1,1,1,1,2, ,1,59,1,1,20,7,1964,2,1, , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,0,0,0,0,0,0,0, ,30,2,30,2, ,2,2,4,2460, , , , , , , , , , , , , , ,1,3,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,1, , , , ,100,2460, , , ,2460,2460,2560,1,2, ,9.02273098302588
2024,01,00061,3,0018,1,3,202401000613001812,24,1,2,2,1,2, ,2,51,2,2,11,12,1972,1, , , , , , , , , , , , , , , ,5120,5629,2, ,3,2,1,1,0,5,4,4,5,4,0,22,7,29,1, ,2, ,2,2, , , , , ,50,12, , , , , , , , , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, ,260,52, , , ,743,50, ,1105,1003,1105,1,1, ,10.131667592262
2024,01,00061,3,0018,1,3,202401000613001813,24,1,3,3,1,2, ,2,27,3,3,26,2,1996,1, , , , , , , , , , , , , , , ,9533,4799,2, ,3,2,1,1,0,4,5,5,4,5,4,27, ,30,2,30,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1, ,30, , , , ,405, , ,435,435,435,1,1, ,10.2368214550722
2024,01,00061,3,0018,1,3,202401000613001814,24,1,4,3,1,2, ,2,20,4,4,31,7,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,4, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,9.15937572193565
2024,01,00061,3,0018,1,3,202301000613001812,24,1,5,6,1,2, ,2,92,5,5,30,5,1931,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,10.1904059975209
2024,01,00061,3,0020,1,3,202301000613002011,24,1,1,1,1,2, ,1,59,1,1,14,7,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,1,13,5,3,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,2, , , , , , , , , , , , ,1, , ,12.056131457682
2024,01,00061,3,0020,1,3,202301000613002012,24,1,2,3,1,2, ,1,19,2,2,7,11,2004,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,9313,4100,3,5,3,2,1,2,0,0,0,0,0,0,3,3, ,12,2,12,1,1,1,1,2,30, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1, , , , , ,130, , , ,130,130,130,1,1, ,13.9580770234777
2024,01,00061,3,0020,1,3,202301000613002013,24,1,3,3,1,2, ,2,27,3,3,9,6,1996,1, , , , , , , , , , , , , , , ,3439,9000,3,5,2,1,1,5,0,0,0,0,0,0,6,6, ,40,2,40,1,1,1,2,2,100,12, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,3, ,2,2,2,2,2,2,10,7,1,52, , , , ,433, , , ,485,485,485,1,1, ,10.2368214550722
2024,01,00061,3,0020,1,3,202301000613002014,24,1,4,5,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
